,,Codigo,Nome,CNPJ
[TJKB11](https://fiibrasil.com/fundo/TJKB11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/TJKB11.jpg)</span>",TJKB11,TJK RENDA IMOBILIÁRIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,39.714.024/0001-48
[TORD11](https://fiibrasil.com/fundo/TORD11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/TORD11-TORDESILHAS-EI.jpg)</span>",TORD11,TORDESILHAS EI FUNDO DE INVESTIMENTO IMOBILIÁRIO,30.230.870/0001-18
[TRNT11](https://fiibrasil.com/fundo/TRNT11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/TRNT11.jpg)</span>",TRNT11,FUNDO DE INVESTIMENTO IMOBILIÁRIO TORRE NORTE,04.722.883/0001-02
[TRXB11](https://fiibrasil.com/fundo/TRXB11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/TRXB11.jpg)</span>",TRXB11,TRX REAL ESTATE II FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.368.925/0001-37
[TRXF11](https://fiibrasil.com/fundo/TRXF11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/TRXF11-TRX-REAL-ESTATE.jpg)</span>",TRXF11,TRX REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,28.548.288/0001-52
[TSER11](https://fiibrasil.com/fundo/TSER11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/TSER11.jpg)</span>",TSER11,TISHMAN SPEYER RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO,34.847.042/0001-84
[TSNC11](https://fiibrasil.com/fundo/TSNC11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/TSNC11.jpg)</span>",TSNC11,TRANSINC FUNDO DE INVESTIMENTO IMOBILIÁRIO,17.007.443/0001-07
[URPR11](https://fiibrasil.com/fundo/URPR11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/URPR11-URCA-PRIME-RENDA.jpg)</span>",URPR11,URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO,34.508.872/0001-87
[VCJR11](https://fiibrasil.com/fundo/VCJR11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VCJR11-VECTIS-JUROS-REAL.jpg)</span>",VCJR11,VECTIS JUROS REAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,32.400.250/0001-05
[VCRI11](https://fiibrasil.com/fundo/VCRI11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VCRI11.jpg)</span>",VCRI11,VINCI CREDIT SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,41.081.374/0001-66
[VCRR11](https://fiibrasil.com/fundo/VCRR11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VCRR11.jpg)</span>",VCRR11,VECTIS RENDA RESIDENCIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,40.041.723/0001-53
[VDSV11](https://fiibrasil.com/fundo/VDSV11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VDSV11.jpg)</span>",VDSV11,VIC DESENVOLVIMENTO VINTAGE 22/23 FUNDO DE INVESTIMENTO IMOBILIÁRIO,43.951.875/0001-81
[VERE11](https://fiibrasil.com/fundo/VERE11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VERE11.jpg)</span>",VERE11,FUNDO DE INVESTIMENTO IMOBILIÁRIO VEREDA,08.693.497/0001-82
[VGHF11](https://fiibrasil.com/fundo/VGHF11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VGHF11-VALORA-HEDGE.jpg)</span>",VGHF11,VALORA HEDGE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.771.692/0001-19
[VGIP11](https://fiibrasil.com/fundo/VGIP11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VGIP11-VALORA-CRI-INDICE-DE-PRECO.jpg)</span>",VGIP11,VALORA CRI ÍNDICE DE PREÇO FUNDO DE INVESTIMENTO IMOBILIÁRIO,34.197.811/0001-46
[VGIR11](https://fiibrasil.com/fundo/VGIR11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VGIR11-VALORA-RE-III.jpg)</span>",VGIR11,VALORA CRI CDI FUNDO DE INVESTIMENTO IMOBILIARIO,29.852.732/0001-91
[VIDS11](https://fiibrasil.com/fundo/VIDS11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VIDS11.jpg)</span>",VIDS11,VIC DESENVOLVIMENTO VINTAGE 20/21 FUNDO DE INVESTIMENTO IMOBILIÁRIO,32.527.552/0001-49
[VIFI11](https://fiibrasil.com/fundo/VIFI11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VIFI11.jpg)</span>",VIFI11,VINCI INSTRUMENTOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO,31.547.855/0001-60
[VILG11](https://fiibrasil.com/fundo/VILG11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VILG11-VINCI-LOGISTICA.jpg)</span>",VILG11,VINCI LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,24.853.044/0001-22
[VINO11](https://fiibrasil.com/fundo/VINO11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VINO11-VINCI-OFFICES.jpg)</span>",VINO11,VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIÁRIO,12.516.185/0001-70
[VISC11](https://fiibrasil.com/fundo/VISC11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VISC11-Vinci-Shopping-Centers.jpg)</span>",VISC11,VINCI SHOPPING CENTERS FUNDO DE INVESTIMENTO IMOBILIÁRIO,17.554.274/0001-25
[VIUR11](https://fiibrasil.com/fundo/VIUR11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VIUR11-VINCI-IMOVEIS-URBANOS.jpg)</span>",VIUR11,VINCI IMÓVEIS URBANOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.445.587/0001-90
[VJFD11](https://fiibrasil.com/fundo/VJFD11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VJFD11.jpg)</span>",VJFD11,JFDCAM FUNDO DE INVESTIMENTO IMOBILIÁRIO,15.489.509/0001-17
[VLJS11](https://fiibrasil.com/fundo/VLJS11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VLJS11.jpg)</span>",VLJS11,VECTOR QUELUZ LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBILIÁRIO,13.842.683/0001-76
[VLOL11](https://fiibrasil.com/fundo/VLOL11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VLOL11.jpg)</span>",VLOL11,FUNDO DE INVESTIMENTO IMOBILIÁRIO VILA OLÍMPIA CORPORATE,15.296.696/0001-12
[VOTS11](https://fiibrasil.com/fundo/VOTS11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VOTS11.jpg)</span>",VOTS11,VOTORANTIM SECURITIES MASTER FUNDO DE INVESTIMENTO IMOBILIÁRIO,17.870.926/0001-30
[VPSI11](https://fiibrasil.com/fundo/VPSI11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VPSI11.jpg)</span>",VPSI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO POLO SHOPPING INDAIATUBA,14.721.889/0001-00
[VRTA11](https://fiibrasil.com/fundo/VRTA11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VRTA11-FATOR-VERITA.jpg)</span>",VRTA11,FATOR VERITÀ FUNDO DE INVESTIMENTO IMOBILIÁRIO,11.664.201/0001-00
[VSEC11](https://fiibrasil.com/fundo/VSEC11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VSEC11.jpg)</span>",VSEC11,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SECURITIES,10.347.505/0001-80
[VSHO11](https://fiibrasil.com/fundo/VSHO11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VSHO11.jpg)</span>",VSHO11,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM SHOPPING,23.740.595/0001-17
[VSLH11](https://fiibrasil.com/fundo/VSLH11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VSLH11-VERSALHES-RECEBIVEIS-IMOBILIARIOS.jpg)</span>",VSLH11,VERSALHES RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.244.015/0001-42
[VTLT11](https://fiibrasil.com/fundo/VTLT11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VTLT11.jpg)</span>",VTLT11,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM LOGÍSTICA,27.368.600/0001-63
[VTPA11](https://fiibrasil.com/fundo/VTPA11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VTPA11.jpg)</span>",VTPA11,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM PATRIMONIAL V,21.500.481/0001-74
[VTVI11](https://fiibrasil.com/fundo/VTVI11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VTVI11.jpg)</span>",VTVI11,PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO,21.500.514/0001-86
[VTXI11](https://fiibrasil.com/fundo/VTXI11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VTXI11.jpg)</span>",VTXI11,FUNDO DE INVESTIMENTO IMOBILIÁRIO VOTORANTIM PATRIMONIAL XII,23.740.552/0001-31
[VVPR11](https://fiibrasil.com/fundo/VVPR11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VVPR11.jpg)</span>",VVPR11,FUNDO DE INVESTIMENTO IMOBILIÁRIO V2 PROPERTIES,33.045.581/0001-37
[VXXV11](https://fiibrasil.com/fundo/VXXV11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/VXXV11.jpg)</span>",VXXV11,GENESIS MULTIESTRATÉGIA FUNDO DE INVESTIMENTO IMOBILIÁRIO,30.982.974/0001-89
[WHGR11](https://fiibrasil.com/fundo/WHGR11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/WHGR11.jpg)</span>",WHGR11,WHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,41.256.643/0001-88
[WPLZ11](https://fiibrasil.com/fundo/WPLZ11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/WPZL11.jpg)</span>",WPLZ11,SHOPPING WEST PLAZA FUNDO DE INVESTIMENTO IMOBILIÁRIO,09.326.861/0001-39
[WSEC11](https://fiibrasil.com/fundo/WSEC11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/WSEC11.jpg)</span>",WSEC11,WARREN SECURITIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,43.440.579/0001-16
[WTSP11B](https://fiibrasil.com/fundo/WTSP11B),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/WTSP11B.jpg)</span>",WTSP11B,FUNDO DE INVESTIMENTO IMOBILIÁRIO OURINVEST RE I,28.693.595/0001-27
[XBXO11](https://fiibrasil.com/fundo/XBXO11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/XBXO11.jpg)</span>",XBXO11,R CAP 1810 FUNDO DE FUNDOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.814.809/0001-02
[XPCI11](https://fiibrasil.com/fundo/XPCI11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/XPCI11-XP-CREDITO-IMOBILIARIO.jpg)</span>",XPCI11,XP CRÉDITO IMOBILIÁRIO FUNDO DE INVESTIMENTO IMOBILIÁRIO,28.516.301/0001-91
[XPCM11](https://fiibrasil.com/fundo/XPCM11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/XPCM11-XP-CORPORATE-MACAE.jpg)</span>",XPCM11,XP CORPORATE MACAÉ FUNDO DE INVESTIMENTO IMOBILIÁRIO,16.802.320/0001-03
[XPHT11](https://fiibrasil.com/fundo/XPHT11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/XPHT11.jpg)</span>",XPHT11,XP HOTÉIS FUNDO DE INVESTIMENTO IMOBILIÁRIO,18.308.516/0001-63
[XPIN11](https://fiibrasil.com/fundo/XPIN11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/XPIN11-XP-INDUSTRIAL.jpg)</span>",XPIN11,XP INDUSTRIAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,28.516.325/0001-40
[XPLG11](https://fiibrasil.com/fundo/XPLG11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/XPLG11-XP-LOG.jpg)</span>",XPLG11,XP LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO,26.502.794/0001-85
[XPML11](https://fiibrasil.com/fundo/XPML11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/XPML11-XP-MALL-FII.jpg)</span>",XPML11,XP MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO,28.757.546/0001-00
[XPPR11](https://fiibrasil.com/fundo/XPPR11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/XPPR11-XP-PROPERTIES.jpg)</span>",XPPR11,XP PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO,30.654.849/0001-40
[XPSF11](https://fiibrasil.com/fundo/XPSF11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/XPSF11-XP-SELECTION.jpg)</span>",XPSF11,XP SELECTION FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO,30.983.020/0001-90
[YUFI11](https://fiibrasil.com/fundo/YUFI11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/YUFI11.jpg)</span>",YUFI11,YUCA FUNDO DE INVESTIMENTO IMOBILIÁRIO,36.445.551/0001-06
[ZAVI11](https://fiibrasil.com/fundo/ZAVI11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/ZAVI11.jpg)</span>",ZAVI11,ZAVIT REAL ESTATE FUND FUNDO DE INVESTIMENTO IMOBILIÁRIO,40.575.940/0001-23
[ZIFI11](https://fiibrasil.com/fundo/ZIFI11),"<span style=""font-size:50px;"">![](https://fiibrasil.com/wp-content/uploads/2023/03/ZIFI11.jpg)</span>",ZIFI11,ZION CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,35.820.768/0001-96
